처리상황단계내용,적용분야내용,개인정보유형내용,코드제목,주제내용,문제상황내용,질문,해결방법내용,결론내용,유사사례내용,faq식별자,최종수정년월일시,조회수,임시
파기,금융 분야,일반정보,상담만 했는데 개인정보 파기 않고 이용?,보험 상담 후 미 가입 시 지속적인 보험가입 권유광고(TM),"홈쇼핑 시청 중 보험광고를 보고 평소 관심을 가지고 있던 보험내용이라 해당 보험사에 전화하여 보험가입 상담을 하였습니다. 그러나 원하는 조건이 아니어서 가입은 하지 않았는데, 이후 보험사에서 모집권유 전화가 계속 걸려오고 있습니다.",보험에 가입하지 않고 상담만 한 고객의 개인정보는 파기해야 하는 것 아닌지요?,"개인정보보호법 제21조에 따라 개인정보처리자(보험사)는 보유기간 경과, 개인정보 처리목적 달성 등 개인정보가 불필요하게 되었을 때에는 ‘지체 없이’ 해당 개인정보를 파기해야 합니다. 만약, 고객이 상품 구매나 서비스 가입의 의사가 정해지지 않은 상태에서 단순히 가입조건 등을 확인하는 상담만 하였을 뿐이고 이후 상품 구매나 서비스 가입을 하지 않았다면 이는 ‘고객 상담’이라는 최초의 개인정보 수집·처리목적이 달성된 것으로 보아야 할 것입니다.","해당 상담 종료 후 개인정보 처리에 대한 별도의 동의가 없었다면 비구매자, 비가입자의 개인정보는 지체 없이 파기 처리하여야 합니다","FAQ_0000000000000712,FAQ_0000000000000737,FAQ_0000000000000757,FAQ_0000000000000783",FAQ_0000000000000799,2013-10-02 12:22:57,3239,파기
수집·이용,공통분야,일반정보,거래처에서 받은 명함을 신제품 홍보목적으로 이용한다?,영업사원이 거래처 구매담당자와 명함 교환 후 이용,회사에서 대외영업 업무를 담당하고 있어서 방문한 거래처 담당직원과 명함을 주고받는 경우가 많습니다.  회사의 영업사원이 거래처 방문 시 구매담당자로부터 받은 명함을 회사 시스템에 등록하여 회사의 신제품 등을 소개하는데 이용하려고 합니다. 이런 경우 개인정보보호법에 위반되지는 않는지 염려가 됩니다.,"회사의 영업사원이 거래처 구매담당자와 명함을 교환했을 경우, 이를 회사 신제품 홍보 목적으로 이용하는 경우 동의를 받아야 하나요?","명함은 성명, 소속, 직위, 전화번호, 주소, 이메일 등의 개인정보를 포함하고 있으므로 명함을 통해 수집된 개인정보를 업무상 목적으로 수집·이용하기 위해서는 개인정보 보호법에서 정하고 있는 예외적인 경우를 제외하고는 정보주체의 동의가 필요합니다. 그러나 명함을 주고받는 행위는 사적 관계, 업무 관계의 여부를 불문하고 일상생활에서 다반사로 일어나는 관행적인 행위이므로, 특별한 조건을 명시하여 명함을 교부한 경우가 아니라면 명함을 제공한 정황에 비추어 보아 사회 통념상 동의 의사가 있었다고 인정되는 범위 내에서는 이용할 수 있을 것입니다.",업무목적으로 거래처 담당자와 명함을 교환한 경우 정황에 비추어 상대방이 충분히 인지할 수 있다면 신제품 홍보 목적의 영업을 위해 정보주체의 동의를 받지 않아도 됩니다.,FAQ_0000000000000712,FAQ_0000000000000737,2013-10-11 18:52:32,3108,수집·이용
위탁,공통분야,일반정보,수탁사에서 개인정보를 유출한 경우 위탁사는 아무책임 없다?,수탁회사의 잘못으로 개인정보가 유출된 경우 손해배상 책임,"A사는 자신들의 고객관리업무를 B사에 위탁하고 있습니다. 그런데 얼마 전 B사가 고객정보를 TM업체에 팔아넘겨 손해를 보았습니다. 이에 따라 A사에 개인정보 유출에 대한 손해배상을 청구하였으나, A사는 자신들의 책임이 아니라며 B사에 손해배상을 청구하라고 하며 손해배상을 거부했습니다.제가 회원가입을 한 곳은 A사인데 A사에서 아무런 책임이 없다고 하는 것이 이해가 되지 않습니다",유출 피해를 입은 정보주체는 가입회사(A)사에 손해배상을 청구할 수 없나요?,"개인정보보호법 제26조에서는 위탁자는 수탁자가 개인정보를 안전하게 처리하는지를 감독하도록 하고 있고, 수탁자가 위탁받은 업무와 관련하여 개인정보보호법을 위반해 정보주체에게 손해를 발생시킨 경우 수탁자를 개인정보처리자의 소속 직원으로 보도록 하여 위탁자에게 사용자 책임을 부담하도록 하고 있습니다.민법상 사용자 책임은 부진정 연대채무로 손해를 입은 정보주체는 수탁자나 위탁자 중 선택하여 손해배상을 청구할 수 있습니다.",수탁자가 개인정보보호법을 위반해 정보주체에게 손해가 발생한 경우 정보주체는 위탁자(A사)에게 손해배상을 청구할 수 있습니다.,FAQ_0000000000000774,FAQ_0000000000000743,2013-10-02 10:05:22,2697,위탁
수집·이용,의료 분야,일반정보,연대보증인의 개인정보는 보호받을 수 없다?,환자 연대보증인의 개인정보 수집,"병원에 입원한 환자에게 연락가능한 가족이나 지인이 없는 경우 환자의 의식불명, 사망 등으로 인하여 병원비를 받지 못하는 상황이 종종 발생합니다. 우리 병원에서는 환자가 입원하는 경우 병원비 등을 원활하게 징수하기 위해 내부 규정으로 연대보증인을 세우도록 하고 있습니다.",이러한 경우 진료목적의 범위에 해당하는 것으로 보고 연대보증인의 동의 없이 주민등록번호를 포함한 개인정보의 수집·이용이 가능한가요?,"의료법에 따라 의료기관이 진료목적을 위해서는 환자의 개인정보를 동의 없이 수집할 수 있습니다. 그러나 진료비 수납을 위해 내부규정으로 연대보증인을 세우도록 하고 연대보증인의 개인정보를 수집하는 것은 환자의 진료와는 관련이 없으므로 연대보증인의 개인정보를 수집하기 위해서는 연대보증인의 동의를 받아야 합니다. 동의를 받을 때에는 수집·이용 목적, 수집하는 개인정보 항목, 보유 및 이용기간, 동의 거부권리 및 불이익의 내용을 연대보증인이 명확하게 인지할 수 있도록 알리고 연대보증인으로부터 동의의 의사표시를 확인하여야 합니다.","연대보증인의 개인정보를 수집하기 위해서는 개인정보 보호법에 따라 동의를 받아야 하며, 연대보증인의 주민등록번호를 수집하기 위해서는 별도의 동의를 받아야 합니다.",,FAQ_0000000000000740,2013-10-02 09:39:27,2997,수집·이용
파기,인사업무 분야,인사정보,채용 불합격자의 입사지원서 처리는 채용 종료 후 바로 파기?,채용 불합격자의 지원서 보유가 채용 종료 후에도 가능한지 여부,"A사는 신입 직원을 채용하기 위해 매년 상·하반기에 걸쳐 채용공고를 내고 채용 절차를 진행하고 있습니다. 따라서, 채용공고 기간 동안 상당량의 입사지원서가 홈페이지와 우편을 통해 접수 되었습니다. 접수된 입사지원서를 채용 절차가 종료된 이후에도 계속 보유해야 하는지 아니면 바로 파기해야 하는지 잘 모르겠습니다.",채용 불합격자의 입사지원서는 채용 절차가 종료된 후에 바로 파기해야 하는 것이 아닌가요?,"개인정보보호법에 따라 계약체결 및 이행을 위하여 필요한 정보는 정보주체의 동의 없이 수집·이용할 수 있으며, 목적을 달성하여 불필요한 개인정보는 지체 없이 파기하여야 합니다. 따라서, A사는 근로계약 체결을 위하여 입사지원서를 통해 입사지원자의 개인정보를 수집·이용할 수 있으며 채용되지 못한 입사지원자(채용 불합격자)의 개인정보는 추가합격여부 등 채용절차가 모두 종료된 경우 더 이상 필요하지 않으므로 지체 없이 파기하여야 합니다. 다만, 채용 불합격자의 개인정보를 향후 수시채용 등을 위해 일정기간 보유하고자 하는 경우에는 채용불합격자에게 별도로 동의를 받아야 합니다.",A사는 추가합격 여부 등 채용절차와 관련한 처리목적이 모두 종료된 후에는 채용 불합격자의 입사지원서를 지체없이 파기하여야 합니다,"FAQ_0000000000000734,FAQ_0000000000000748,FAQ_0000000000000795,FAQ_0000000000000820",FAQ_0000000000000818,2013-10-14 18:03:32,5568,파기
CCTV,공통분야,영상정보,출입이 통제된 작업장 내 CCTV설치도 제약을 받는다?,작업장 내에 CCTV 설치·운영,"저희 회사는 소규모 중소업체로 작업장에 출입통제를 하고 있으나 외부인의 작업장 출입이 많습니다. 외부인은 허가를 받아 출입할 수 있는데, 여러 사람이 함께 일하다 보니 자칫 도난이나 안전사고가 발생하게 됩니다.","작업장 내에 CCTV를 설치하여 관리하고 싶은데, 개인정보 보호법에 위배되는 건 아닌지요? 적법하게 설치하려면 어떻게 해야 할까요?","도로, 공원, 지하철역, 백화점 등 정보주체가 접근·통행에 제약을 받지 않는 공개된 장소에 CCTV를 설치·운영하는 경우에는 개인정보 보호법 제25조에 따라 설치·운영할 수 있습니다. 그러나 외부인의 출입이 통제되어 있고 직원 등 특정인만 출입할 수 있는 사업장, 공장 등은 공개된 장소에 해당하지 않는다고 보는 것이 일반적입니다.","출입이 통제되는 작업장 내부에 CCTV를 설치하기 위해서는 개인정보보호법 제15조에 따라, 정보주체의 동의를 받아야 합니다.",,FAQ_0000000000000742,2013-10-14 17:25:56,2647,CCTV
안전성확보조치,시스템 분야,고유식별정보,"업무용 PC에서 개인정보 저장, 반드시 암호화!",업무용 PC에 개인정보를 저장하는 경우 암호화,"마케팅기획부서의 직원은 고객의 동의를 받아 개인정보를 수집·이용하고 있으며 업무 편의를 위해 고객관리시스템(서버)에 보관되어 있는 고객정보 중 최근에 등록된 고객의 개인정보를 업무용 PC로 다운로드하여 엑셀과 한글 프로그램을 통해 보관·사용한 후 1주일 단위로 삭제하고 있습니다고객관리시스템의 경우 DB에 접근·사용시 제어나 암호화가 모두 적용되어 있으나, 업무용 PC에서는 DB와 같은 암호화 기능이 없습니다.",업무용 PC에서 고유식별번호나 바이오정보를 처리하는 경우 개인정보 암호화는 어떻게 해야 하나요?,"개인정보보호법 제29조와 시행령 제30조에 의하여 개인정보가 분실·도난·유출·변조 또는 훼손되지 않도록 안전성 확보조치를 취하도록 규정하고 있습니다. 특히 비밀번호, 바이오정보, 주민등록번호 등과 같은 중요한 개인정보의 경우에는 암호화하여 전송 또는 저장하도록 하고 있습니다.  업무용 PC에 저장하여 사용하는 정보 중에 고유식별정보, 바이오정보 등과 같이 암호화 대상 정보가 있는 경우에는 상용 암호화 소프트웨어나 DRM 등과 같이 안전한 암호화 알고리즘을 이용하는 소프트웨어를 사용하여 정보를 암호화하여야 합니다.한글이나 엑셀과 같은 상용프로그램의 경우에는 각 프로그램에서 제공하는 비밀번호 설정기능을 사용하여 암호화를 적용하시면 됩니다. 아울러 개인정보의 안전한 관리를 위해 개인정보는 안전성 조치가 갖추어진 정보시스템에 보관하여 만일의 경우 발생할 수 있는 유출 및 침해에 대비하는 것이 바람직합니다","PC에 저장된 개인정보의 경우 상용프로그램(한글, 엑셀 등)에서 제공하는 비밀번호 설정기능을 사용하여 암호화를 적용하거나, DRM 등과 같이 안전한 암호화 알고리즘을 이용하는 소프트웨어를 사용하여 암호화해야 합니다.",FAQ_0000000000000775,FAQ_0000000000000747,2013-10-11 20:40:36,4286,안전성확보조치
위탁,인사업무 분야,인사정보,급여담당직원은 업무상 개인정보 제공이 가능하다?,퇴직근로자의 개인정보를 이용하는 경우 근로자의 동의 여부,"회사의 급여담당직원은 직원들의 퇴직신탁 및 퇴직연금 등의 마련과 직원에게 연금 또는 일시금을 지급하는 업무를 담당하고 있습니다. 급여담당직원이 업무상의 목적으로 퇴직연금사업자에게 근로자의 개인정보(퇴직소득세 원천징수 영수증, 주민등록번호, 입금계좌번호 등)를 해당직원의 동의를 받지 않고 제공하였습니다.",퇴직보험 또는 퇴직연금 사업자와의 계약체결 등을 위하여 근로자의 개인정보를 제공하는 것이 개인정보의 제3자 제공에 해당하는지 아니면 개인정보처리업무의 위탁에 해당하는 것인지요?,"퇴직연금제도는 기업이 근로자의 노후소득보장과 생활안정을 위하여 근로자 재직기간 중 퇴직금 지급재원을 외부의 기관에 적립하고, 이를 사용자(회사) 또는 근로자의 지시에 따라 운용하여 근로자 퇴직 시 연금 또는 일시금으로 지급하도록 하는 제도입니다. 근로기준법과 근로자퇴직급여보장법 등에 따라 사용자는 퇴직급여제도의 설정·운영에 관한 구체적 의무를 부담하고 있으므로 퇴직금제도에 관한 업무는 ‘사용자 자신의 업무’에 해당합니다. 또한 퇴직연금사업자는 퇴직연금 운용·관리 업무를 수행하여야 하고, 퇴직연금을 운영·관리를 함에 있어 선량한 관리자로서의 주의 의무와 적립금 운용현황의 기록·보관·통지의무를 부담하고 있습니다. 이는 퇴직연금사업자가 근로자의 복지라는 공익적인 차원에서 사용자의 업무를 대신하고 있는 것입니다. 사용자가 퇴직보험 또는 퇴직연금사업자와의 계약체결을 통해 퇴직금 제도를 운영하도록 하는 것은 업무의 위탁에 해당됩니다.","퇴직급여제도의 설정·운영은 사용자의 의무이고, 사용자가 퇴직보험 또는 퇴직연금사업자와의 계약체결을 통해 퇴직금 제도를 운영하도록 하는 것은 업무의 위탁에 해당됩니다.","FAQ_0000000000000734,FAQ_0000000000000744,FAQ_0000000000000772,FAQ_0000000000000820",FAQ_0000000000000759,2013-10-14 17:33:43,6123,위탁
수집·이용,공통분야,일반정보,만족도 조사를 위해 고객정보를 이용해도 된다?,고객만족도 조사를 위해 고객의 개인정보 이용,"이태리음식 전문점인 저희 매장은 예약 고객을 대상으로 서비스가 제공되고 있으며, 예약접수 및 예약 확인을 위해 고객의 성명과 전화번호를 수집하고 있습니다. 예약 후 매장을 방문하여 서비스를 이용한 고객을 대상으로 예약담당자의 친절도와 서비스 이용의 만족도, 불만사항 및 개선사항 등을 알아보기 위하여 ‘만족도 조사’를 진행하려고 합니다. 그러나 아직 고객들로부터 만족도 조사에 대한 사전 동의를 받지는 않았습니다.",고객만족도를 조사하기 위하여 예약접수 시 수집한 고객의 연락처를 이용해도 되는지요?,"개인정보보호법 제15조제1항제4호에 따라 계약의 체결 및 이행을 위하여 불가피한 경우 정보주체의 동의 없이 개인정보를 수집·이용할 수 있습니다. 서비스 이용자의 만족도 조사는 서비스계약의 일부에 해당하므로, 매장은 예약접수 시 수집한 개인정보를 이용하여 고객만족도 조사를 실시할 수 있으며, 고객의 동의는 필요하지 않습니다.  다만, 고객이 원하지 않거나 자신의 개인정보를 처리정지 및 파기하기를 요청하는 경우에는 지체 없이 필요한 조치를 취하여야 합니다. 또한 수집한 고객의 개인정보를 홍보나 마케팅에 이용하기 위해서는 고객의 별도의 동의를 받아야 합니다.",해당 서비스 이용자의 만족도 조사를 위해 예약접수 시 수집한 고객의 연락처를 이용할 때는 정보주체의 동의를 받지 않아도 됩니다.,"FAQ_0000000000000799,FAQ_0000000000000819",FAQ_0000000000000783,2013-10-02 11:40:21,3732,수집·이용
수집·이용,주택관리 분야,일반정보,재개발사업 진행 시 조합원 동의 없이 개인정보 이용?,재개발사업 진행 시 조합원 또는 토지등소유자에게 총회 또는 회의록 등을 통지하기 위하여 조합원의 개인정보를 이용하는 경우 조합원의 동의 관련,"현재 거주 지역이 재개발 사업승인을 받아 재개발이 추진 중입니다. 그런데 재개발 추진과정에 문제가 발생하여 조합원 또는 토지등소유자에게 ‘도시 및 주거환경정비법’에 따른 서류 및 관련 자료의 변경을 공개하고, 총회 또는 중요한 회의 기록 등을 통지하려고 합니다.","재개발추진위원회위원장, 사업시행자, 정비사업전문관리업자가 사업을 진행하면서 조합원 또는 토지등소유자에게 ‘도시 및 주거환경정비법’에 따른 서류 및 관련 자료의 변경을 공개하고, 총회 또는 중요한 회의 기록 등을 통지하기 위하여 조합원의 개인정보를 이용하는 경우, 조합원의 동의가 필요한지요?","추진위원회위원장 또는 사업시행자는 ‘도시 및 주거환경정비법’ 제81조에 따라 관련 자료가 작성되거나 변경된 경우 조합원들이 알 수 있도록 인터넷과 그 밖의 방법을 병행하여 공개하여야 하며, 공개대상이 되는 자료의 목록, 개략적인 내용, 공개방법, 열람·복사 방법 등을 조합원 또는 토지소유자에게 통지하여야 합니다.  ‘개인정보 보호법’ 제15조제1항제2호에 따라, 추진위원회원회위원장·정비사업전문관리업자 또는 사업시행자는 ‘도시 및 주거환경정비법’ 상의 통지의무를 이행하기 위하여 동의 없이 조합원 또는 토지등소유자의 개인정보를 수집·이용할 수 있습니다. 다만, 주민등록번호 등의 고유식별정보는 다른 법령에서 구체적으로 허용하거나 요구하고 있지 않은 경우, 정보주체의 동의를 받은 후 처리하여야 하는데 ‘도시 및 주거환경정비법’은 주민등록번호를 공개대상에서 제외하고 있습니다.","추진위원회위원장 또는 사업시행자는 조합원 또는 관련 자료의 변경을 공개하고, 총회 또는 중요한 회의 기록 등을 통지하기 위하여 토지소유자 등의 동의 없이 연락처 정보를 이용할 수 있습니다.","FAQ_0000000000000787,FAQ_0000000000000789",FAQ_0000000000000763,2013-10-07 12:14:12,1889,수집·이용
수집·이용,공통분야,일반정보,개인정보처리에 대한 동의 거부 의사 없으면 동의 한 것으로 간주?,동의 거부 의사가 없는 경우 동의한 것으로 볼 수 있는지 여부,"회사에서 임직원이나 고객들의 개인정보 수집·이용에 관한 동의를 받고 있습니다. 일일이 개별적으로 동의를 받으려고 하다 보니 시간과 비용이 상당히 소요되고 있습니다. 그래서 임직원의 경우에는 인트라넷의 공지사항을 이용하고, 고객의 경우에는 이메일이나 문자메시지를 이용하여 동의를 받을 때 알려야 하는 사항과 함께 ‘일정 기간까지 동의 거부 의사를 표시하지 않는 경우에는 동의한 것으로 간주한다.’라는 안내를 하려고 합니다.","안내문을 통지 또는 발송한 후 임직원이나 고객이 동의 거부 의사를 표시하지 않는 경우, 동의한 것으로 간주할 수 있는지요?","개인정보보호법은 정보주체로부터 개인정보를 수집·이용·제공하기 위한 동의를 받을 때 개인정보의 처리 목적, 항목 등을 알려 동의의 내용과 의미를 명확하게 인지한 상태에서 정보주체가 자발적으로 개인정보 처리에 대한 승낙의 의사표시를 하도록 하고 있습니다.향후, 입증책임 등을 고려하여 개인정보처리자는 정보주체로부터 명확한 동의를 받아야 합니다.",개인정보보호법상 동의는 명시적 동의를 요구하고 있으므로 동의 거부 의사표시를 하지 않았다고 하여 동의로 간주할 수 없습니다.,,FAQ_0000000000000805,2013-10-11 20:14:54,4075,수집·이용
제공,의료 분야,영상정보,피부과 시술사진이 홈페이지에 홍보용으로 이용되고 있다?,"눈이 가려진 피부과 시술 사진, 홈페이지 게재 가능 여부",00피부과는 홈페이지에 환자의 시술 전·후 사진을 게시하였습니다. 눈을 가리고 시술 부위 중심으로만 게시하였기 때문에 누가 누구인지 알기 어렵다고 판단되어 게시하게 되었습니다.,피부과 시술 전·후 사진을 홈페이지에 게시하는 것도 개인정보 보호법에 어긋나는 것인지요?,"개인정보는 이름이나 주민등록번호 등에 의하여 특정한 개인을 알아볼 수 있는 부호·문자·음성·음향 및 영상 등의 생존하는 개인에 관한 정보를 말합니다. 여기에는 해당 정보만으로는 특정 개인을 알아볼 수 없더라도 다른 정보와 쉽게 결합하여 알아볼 수 있는 경우가 포함될 수 있습니다. 따라서 환자의 시술 전·후 사진을 홈페이지에 게시할 때에는 수집·이용에 관한 사항을 고지하고 정보주체의 동의를 받는 등 개인정보 보호법의 제반 조치를 준수해야 할 것입니다. 또한 시술 전후사진으로 전혀 개인이 식별되지 않는다 하더라도, 시술 사진 그 자체로「의료법」에 따른 진료기록 등의 일부인 경우에는 의료법 제21조에 따라 환자 본인의 동의를 받아 공개·열람 여부를 결정하여야 합니다.","시술 전·후 사진이 신체 일부를 가리고 있다고 해도 특정 개인을 식별할 가능성이 있기 때문에 개인정보 보호법 위반이 될 수 있습니다. 따라서, 해당 정보주체의 동의를 받아 시술사진을 게재하여야 할 것입니다",FAQ_0000000000000760,FAQ_0000000000000713,2013-10-14 17:11:26,2835,수집·이용
수집·이용,공통분야,고유식별정보,주주명부에 주주의 동의 없는 개인정보 기재?,주주명부 작성·비치를 위한 주민등록번호 이용,"주식회사에서 주주명부를 작성하고 있습니다. 그런데 개인정보 보호법에 따라 개인정보를 수집·이용하기 위해서는 정보주체의 동의를 받아야 한다고 들었습니다. 주식회사의 주주명부에 주주들의 성명, 주소, 주민등록번호를 기재하고 있습니다.",주주명부에 주주의 주민등록번호 등 개인정보 기재 시 주주의 동의를 받아야 하나요?,"개인정보 보호법은 법령에 따라 개인을 고유하게 구별하기 위하여 부여된 식별정보(주민등록번호, 여권번호, 운전면허번호, 외국인등록번호)를 ‘고유식별정보’로 분류하고 있습니다. 이러한 ‘고유식별정보’는 정보주체의 별도 동의를 받거나 법령에서 구체적으로 처리를 요구·허용한 경우에만 처리할 수 있습니다.「법인세법」 시행령에서는 ‘주주명부’의 기재사항으로 성명, 주소, 주민등록번호(재외국민의 경우에는 여권번호 등, 외국인의 경우는 외국인등록번호)를 기재하도록 하고 있으므로, 이는 개인정보 보호법이 정하고 있는 ‘법령에서 구체적으로 처리를 요구·허용하는 경우’에 해당합니다.",주식회사에서 법인세법 시행령에 따라 주주명부를 기재하는 경우 정보주체의 별도 동의 없이 주민등록번호를 기재할 수 있습니다.,FAQ_0000000000000754,FAQ_0000000000000720,2013-10-01 17:58:59,2488,수집·이용
안전성확보조치,시스템 분야,일반정보,홈페이지 방문객이 게시판에 스스로 본인의 개인정보를 게시했다면?,정보주체가 자신의 개인정보를 인터넷 게시판에 게재하는 경우 조치 방법,"협회에서는 홈페이지를 운영하고 있으나 별도의 회원가입 없이 누구나 자유롭게 게시판을 이용할 수 있도록 자유게시판을 운영하고 있습니다. 그런데 일부 홈페이지 이용자가 게시물에 자신의 성명, 전화번호, 이메일주소 등의 개인정보를 공개하는 경우가 있습니다. 이런 경우 개인정보가 유출되는 것은 아닌지 우려가 되고, 개인정보가 포함된 게시글을 삭제해야 하는지 고민이 됩니다.",개인이 본인의 개인정보가 포함된 게시물을 작성하여 게시판에 올린 경우 어떻게 처리해야 하나요?,"홈페이지 운영자는 이용자가 작성한 게시물에 개인정보가 포함되어 있는 경우 개인정보의 추가적인 노출 및 타인에 의한 도용 등 2차적 피해를 예방하기 위하여  게시판 안내문을 통해 게시글에 개인정보가 포함되어 있는지 여부를 작성자가 확인하도록 하고, 개인정보 유출로 인한 피해가 있음을 알려줄 수 있습니다. 또한 고객이 부주의하게 게재한 개인정보는 고객의 의사를 확인하여 일부 마스킹 처리하거나 개인정보 입력을 사전에 차단할 수 있도록 ‘필터링 시스템’을 적용할 수 있습니다. 이와 같이 홈페이지 운영자는 최대한 개인정보 유출 방지를 위한 안전성 확보조치를 취하는 것이 바람직합니다.","홈페이지 이용자가 인터넷 게시판을 이용하면서 부주의로 자신의 개인정보를 게재하지 않도록 피해가능성 등에 대한 경고문을 사전에 안내하고, 개인정보 유출 방지를 위한 안전조치를 하여야 할 것입니다.",FAQ_0000000000000748,FAQ_0000000000000803,2013-10-11 21:01:49,5385,안전성확보조치
제공,의료 분야,민감정보,의료 기관에서 진료와 관련된 증빙서류 발급 시 환자 동의 필요하다?,의료 기관에서 환자의 기록 제공 시 동의 여부,"병원에서는 진단서, 진료기록부 등 환자의 진료와 관련된 여러 증명서류를 발급하고 있습니다. 개인정보보호법에 따르면 환자 본인이 아닌 환자의 배우자, 부모, 자녀 등 가족에게 환자의 진료와 관련된 각종 증명서류를 발급하는 것은 ‘개인정보의 제3자 제공’에 해당되므로 정보주체인 환자 동의를 받아야 하는 것으로 알고 있습니다. 그런데 의료법에서는 진료기록 열람이나 사본 발급에 대해 동의서, 위임장, 가족관계증명서 등 별도의 절차를 규정하고 있습니다.","병원에서 환자의 증명서류를 발급하는 경우, 의료법에 따른 절차 이외에 개인정보보호법에 따라서도 환자 본인의 동의를 받아야 하는 것인지요?","개인정보보호법 제6조에 의하면 다른 법률에 특별한 규정이 있는 경우에는 해당 법률을 우선적으로 적용하도록 규정하고 있습니다. 이와 관련하여, 의료법(제21조)은 환자가 아닌 다른 사람에게 환자의 진료기록을 열람하게 하거나 사본을 발급하는 경우에 대한 구체적 허용 근거를 명시하고 있습니다. 특히 의료법은 환자의 배우자, 직계 존비속, 배우자의 직계 존속 등 환자의 친족이 기록 열람이나 사본 발급을 요청하는 경우에는 요청자의 신분증 사본, 가족관계증명서 등 친족관계 확인 서류, 환자 본인의 동의서와 신분증 사본 등 엄격한 절차와 구비서류를 규정하고 있습니다.(의료법 시행규칙 제13조의2)","의료법에 따라 환자의 친족이 관련 서류를 구비하여 환자에 대한 진료기록 등을 열람하거나 사본 제출을 요구하는 경우에는 의료법에서 정한 요건이 우선 적용되며, 개인정보보호법에 따라 동의를 다시 받을 필요는 없습니다.","FAQ_0000000000000735,FAQ_0000000000000740,FAQ_0000000000000746,FAQ_0000000000000762,FAQ_0000000000000765",FAQ_0000000000000797,2013-10-14 17:52:02,3490,제공
제공,공공기관,영상정보,공공기관 자체감사기구에게 CCTV 자료 제공?,감사목적의 개인정보 제공,"저희 공공기관에서는 자체감사기구를 설치, 운영하고 있습니다. 얼마 전 자체감사기구에서 감사에 필요하다며 전산자료, 전화기록, 컴퓨터 사용기록, CCTV 영상자료를 요구하고 있습니다. 특히 CCTV는 공개된 장소에 설치가 제한되어 있고 설치목적 외로 이용할 수 없다고 들었는데, 범죄예방 등의 목적으로 설치한 CCTV 영상을 감사목적으로 이용하거나 제공하는 것은 개인정보 보호법 위반이 아닌가 싶습니다.","공공기관은 개인영상정보 등이 포함된 관련 자료(전산자료, 전화기록, 컴퓨터 사용기록, CCTV 영상자료 등)를 자체감사기구에 제공해도 되는지요?","개인정보 보호법에 따라 개인정보처리자는 개인정보를 수집한 목적과 다른 목적으로 이용하거나 제3자에게 제공하기 위해서는 원칙적으로 정보주체로부터 별도의 동의를 얻어야 하나, 다른 법률에 특별한 규정이 있는 경우에는 동의 없이 목적범위를 넘어서 이용하거나 제3자에게 제공할 수 있습니다. 공공감사에 관한 법률은 공공기관에게 자체감사를 위하여 감사기구를 설치하도록 요구하고 있고, 감사기구의 장은 자체감사를 위하여 관계 서류 및 물품 등의 제출을 요구할 수 있습니다. 이때 자체감사 대상인 공공기관 및 소속직원은 그 요구에 따라야 할 의무가 있습니다.","공공감사에 관한 법률에 따라 설치된 감사기구에서 감사 목적으로 필요한 개인정보가 포함된 자료를 요청하는 경우 정보주체의 동의 없이 감사기구가 요구한 CCTV 영상을 포함한 관계 서류 등(전산자료, 전화기록, 컴퓨터 사용기록, CCTV 영상자료 등)을 제공할 수 있습니다.","FAQ_0000000000000800,FAQ_0000000000000813",FAQ_0000000000000731,2013-10-07 11:43:10,3906,제공
